"device_id","timestamp","sensor_type","value","unit"
"energy_sensor_001","2024-11-13T00:51:58.583756+00:00","energy","0.65","kWh"
"energy_sensor_001","2024-11-13T00:52:03.796267+00:00","energy","1.8","kWh"
"energy_sensor_001","2024-11-13T00:52:09.616585+00:00","energy","1.58","kWh"
"temp_sensor_001","2024-11-13T00:52:03.878214+00:00","temperature","19.12","Celsius"
"temp_sensor_001","2024-11-13T00:52:09.050523+00:00","temperature","22.54","Celsius"
"humidity_sensor_001","2024-11-13T00:52:10.619625+00:00","humidity","37.37","Percent"
"humidity_sensor_001","2024-11-13T00:52:15.698801+00:00","humidity","65.71","Percent"
"humidity_sensor_001","2024-11-13T00:52:08.208182+00:00","humidity","39.58","Percent"
"humidity_sensor_001","2024-11-13T00:52:12.995502+00:00","humidity","41.41","Percent"
"humidity_sensor_001","2024-11-13T00:52:18.074186+00:00","humidity","51.15","Percent"
"temp_sensor_001","2024-11-13T00:52:14.296052+00:00","temperature","18.29","Celsius"
"temp_sensor_001","2024-11-13T00:52:19.241094+00:00","temperature","21.49","Celsius"
"energy_sensor_001","2024-11-13T00:52:14.595451+00:00","energy","4.16","kWh"
"energy_sensor_001","2024-11-13T00:52:19.473504+00:00","energy","0.93","kWh"
"energy_sensor_001","2024-11-13T00:52:11.974565+00:00","energy","3.08","kWh"
"energy_sensor_001","2024-11-13T00:52:16.978066+00:00","energy","0.76","kWh"
"temp_sensor_001","2024-11-13T00:52:16.827276+00:00","temperature","23.49","Celsius"
"temp_sensor_001","2024-11-13T00:52:22.539010+00:00","temperature","24.17","Celsius"
"energy_sensor_001","2024-11-13T00:52:22.529433+00:00","energy","3.62","kWh"
"energy_sensor_001","2024-11-13T00:52:27.643812+00:00","energy","0.57","kWh"
"energy_sensor_001","2024-11-13T00:52:25.026797+00:00","energy","0.74","kWh"
"energy_sensor_001","2024-11-13T00:52:30.027953+00:00","energy","4.6","kWh"
"temp_sensor_001","2024-11-13T00:52:32.962695+00:00","temperature","23.22","Celsius"
"temp_sensor_001","2024-11-13T00:52:25.071155+00:00","temperature","21.02","Celsius"
"temp_sensor_001","2024-11-13T00:52:30.634875+00:00","temperature","19.89","Celsius"
"temp_sensor_001","2024-11-13T00:52:35.734584+00:00","temperature","23.71","Celsius"
"humidity_sensor_001","2024-11-13T00:52:20.356964+00:00","humidity","61.58","Percent"
"humidity_sensor_001","2024-11-13T00:52:25.970183+00:00","humidity","57.99","Percent"
"humidity_sensor_001","2024-11-13T00:52:31.059740+00:00","humidity","53.08","Percent"
"humidity_sensor_001","2024-11-13T00:52:23.665200+00:00","humidity","59.53","Percent"
"humidity_sensor_001","2024-11-13T00:52:28.786387+00:00","humidity","65.25","Percent"
"temp_sensor_001","2024-11-13T00:52:27.915857+00:00","temperature","23.85","Celsius"
"humidity_sensor_001","2024-11-13T00:52:33.343372+00:00","humidity","32.55","Percent"
"humidity_sensor_001","2024-11-13T00:52:38.490168+00:00","humidity","39.3","Percent"
"humidity_sensor_001","2024-11-13T00:52:35.914652+00:00","humidity","39.58","Percent"
"humidity_sensor_001","2024-11-13T00:52:41.369658+00:00","humidity","68.81","Percent"
"temp_sensor_001","2024-11-13T00:52:41.400481+00:00","temperature","22.74","Celsius"
"temp_sensor_001","2024-11-13T00:52:46.924833+00:00","temperature","20.36","Celsius"
"temp_sensor_001","2024-11-13T00:52:38.360113+00:00","temperature","22.92","Celsius"
"temp_sensor_001","2024-11-13T00:52:44.200449+00:00","temperature","18","Celsius"
"energy_sensor_001","2024-11-13T00:52:35.708384+00:00","energy","1.94","kWh"
"energy_sensor_001","2024-11-13T00:52:41.392794+00:00","energy","1.4","kWh"
"energy_sensor_001","2024-11-13T00:52:32.350958+00:00","energy","4.63","kWh"
"energy_sensor_001","2024-11-13T00:52:38.378542+00:00","energy","2.62","kWh"
"energy_sensor_001","2024-11-13T00:52:44.230332+00:00","energy","2.64","kWh"
"energy_sensor_001","2024-11-13T00:52:47.339579+00:00","energy","3.23","kWh"
"humidity_sensor_001","2024-11-13T00:52:46.855202+00:00","humidity","48.74","Percent"
"humidity_sensor_001","2024-11-13T00:52:44.206702+00:00","humidity","69.75","Percent"
"temp_sensor_001","2024-11-13T00:52:57.255908+00:00","temperature","24.16","Celsius"
"energy_sensor_001","2024-11-13T00:53:00.117087+00:00","energy","4.43","kWh"
"energy_sensor_001","2024-11-13T00:53:06.271733+00:00","energy","3.02","kWh"
"energy_sensor_001","2024-11-13T00:52:57.259015+00:00","energy","2.58","kWh"
"energy_sensor_001","2024-11-13T00:53:03.744228+00:00","energy","4.15","kWh"
"temp_sensor_001","2024-11-13T00:53:06.126479+00:00","temperature","23.65","Celsius"
"humidity_sensor_001","2024-11-13T00:53:00.023215+00:00","humidity","52.29","Percent"
"humidity_sensor_001","2024-11-13T00:52:57.269249+00:00","humidity","38.9","Percent"
"humidity_sensor_001","2024-11-13T00:53:03.867279+00:00","humidity","69.02","Percent"
"temp_sensor_001","2024-11-13T00:53:03.432754+00:00","temperature","23.79","Celsius"
"temp_sensor_001","2024-11-13T00:53:08.875456+00:00","temperature","22.78","Celsius"
"temp_sensor_001","2024-11-13T00:53:00.037078+00:00","temperature","18.1","Celsius"
"humidity_sensor_001","2024-11-13T00:53:06.376319+00:00","humidity","67.25","Percent"
"humidity_sensor_001","2024-11-13T00:53:12.144806+00:00","humidity","53.54","Percent"
"humidity_sensor_001","2024-11-13T00:53:17.012544+00:00","humidity","56.44","Percent"
"humidity_sensor_001","2024-11-13T00:53:09.499491+00:00","humidity","62.47","Percent"
"humidity_sensor_001","2024-11-13T00:53:14.521612+00:00","humidity","43.83","Percent"
"temp_sensor_001","2024-11-13T00:53:14.267751+00:00","temperature","19.62","Celsius"
"temp_sensor_001","2024-11-13T00:53:19.564054+00:00","temperature","18.32","Celsius"
"temp_sensor_001","2024-11-13T00:53:11.651411+00:00","temperature","20.85","Celsius"
"energy_sensor_001","2024-11-13T00:53:09.000364+00:00","energy","2.37","kWh"
"energy_sensor_001","2024-11-13T00:53:14.258196+00:00","energy","2.51","kWh"
"energy_sensor_001","2024-11-13T00:53:11.707254+00:00","energy","1.92","kWh"
"energy_sensor_001","2024-11-13T00:53:16.913715+00:00","energy","3.4","kWh"
"temp_sensor_001","2024-11-13T00:53:16.902791+00:00","temperature","19.85","Celsius"
"energy_sensor_001","2024-11-13T00:53:22.286452+00:00","energy","0.69","kWh"
"energy_sensor_001","2024-11-13T00:53:29.871320+00:00","energy","2.48","kWh"
"energy_sensor_001","2024-11-13T00:53:19.554292+00:00","energy","2.73","kWh"
"energy_sensor_001","2024-11-13T00:53:26.524603+00:00","energy","0.66","kWh"
"temp_sensor_001","2024-11-13T00:53:29.903397+00:00","temperature","19.92","Celsius"
"humidity_sensor_001","2024-11-13T00:53:19.599378+00:00","humidity","61.33","Percent"
"humidity_sensor_001","2024-11-13T00:53:26.533675+00:00","humidity","47.31","Percent"
"humidity_sensor_001","2024-11-13T00:53:22.494789+00:00","humidity","59.03","Percent"
"temp_sensor_001","2024-11-13T00:53:26.547818+00:00","temperature","18.76","Celsius"
"temp_sensor_001","2024-11-13T00:53:33.071179+00:00","temperature","18.72","Celsius"
"temp_sensor_001","2024-11-13T00:53:22.293025+00:00","temperature","21.79","Celsius"
"humidity_sensor_001","2024-11-13T00:53:32.596031+00:00","humidity","46.87","Percent"
"humidity_sensor_001","2024-11-13T00:53:37.757696+00:00","humidity","60.74","Percent"
"humidity_sensor_001","2024-11-13T00:53:29.887204+00:00","humidity","38.97","Percent"
"humidity_sensor_001","2024-11-13T00:53:35.180851+00:00","humidity","39.61","Percent"
"energy_sensor_001","2024-11-13T00:53:32.557865+00:00","energy","2.16","kWh"
"energy_sensor_001","2024-11-13T00:53:37.707465+00:00","energy","1.49","kWh"
"energy_sensor_001","2024-11-13T00:53:35.147800+00:00","energy","2.43","kWh"
"energy_sensor_001","2024-11-13T00:53:40.196014+00:00","energy","3.99","kWh"
"humidity_sensor_001","2024-11-13T00:53:42.874095+00:00","humidity","44.91","Percent"
"humidity_sensor_001","2024-11-13T00:53:48.678918+00:00","humidity","44.69","Percent"
"humidity_sensor_001","2024-11-13T00:53:40.231419+00:00","humidity","32.67","Percent"
"humidity_sensor_001","2024-11-13T00:53:46.036835+00:00","humidity","31.15","Percent"
"humidity_sensor_001","2024-11-13T00:53:51.243226+00:00","humidity","44.02","Percent"
"energy_sensor_001","2024-11-13T00:53:48.653811+00:00","energy","0.83","kWh"
"temp_sensor_001","2024-11-13T00:53:35.902676+00:00","temperature","21.14","Celsius"
"temp_sensor_001","2024-11-13T00:53:40.719012+00:00","temperature","21.52","Celsius"
"temp_sensor_001","2024-11-13T00:53:38.302350+00:00","temperature","23.54","Celsius"
"temp_sensor_001","2024-11-13T00:53:43.291862+00:00","temperature","21.2","Celsius"
"energy_sensor_001","2024-11-13T00:53:45.894824+00:00","energy","4.26","kWh"
"energy_sensor_001","2024-11-13T00:53:51.271866+00:00","energy","4.73","kWh"
"energy_sensor_001","2024-11-13T00:53:42.867490+00:00","energy","2.49","kWh"
"temp_sensor_001","2024-11-13T00:53:48.811882+00:00","temperature","20.43","Celsius"
"temp_sensor_001","2024-11-13T00:53:54.448153+00:00","temperature","20.29","Celsius"
"temp_sensor_001","2024-11-13T00:53:46.118640+00:00","temperature","23.2","Celsius"
"temp_sensor_001","2024-11-13T00:53:51.413699+00:00","temperature","23.74","Celsius"
"temp_sensor_001","2024-11-13T00:53:56.882405+00:00","temperature","24.75","Celsius"
"energy_sensor_001","2024-11-13T00:53:54.145228+00:00","energy","1.29","kWh"
"energy_sensor_001","2024-11-13T00:53:59.684373+00:00","energy","1.52","kWh"
"energy_sensor_001","2024-11-13T00:53:57.113187+00:00","energy","4.68","kWh"
"humidity_sensor_001","2024-11-13T00:53:56.521666+00:00","humidity","62.81","Percent"
"humidity_sensor_001","2024-11-13T00:54:02.203174+00:00","humidity","51.92","Percent"
"humidity_sensor_001","2024-11-13T00:53:53.949617+00:00","humidity","33.56","Percent"
"humidity_sensor_001","2024-11-13T00:53:59.389167+00:00","humidity","52.54","Percent"
"energy_sensor_001","2024-11-13T00:54:02.471053+00:00","energy","1.09","kWh"
"humidity_sensor_001","2024-11-13T00:54:07.682117+00:00","humidity","50.44","Percent"
"humidity_sensor_001","2024-11-13T00:54:13.132939+00:00","humidity","32.21","Percent"
"humidity_sensor_001","2024-11-13T00:54:05.093880+00:00","humidity","34.71","Percent"
"humidity_sensor_001","2024-11-13T00:54:10.691314+00:00","humidity","39.62","Percent"
"energy_sensor_001","2024-11-13T00:54:12.084391+00:00","energy","3.5","kWh"
"temp_sensor_001","2024-11-13T00:54:02.462450+00:00","temperature","23.29","Celsius"
"temp_sensor_001","2024-11-13T00:54:07.739243+00:00","temperature","20.46","Celsius"
"temp_sensor_001","2024-11-13T00:53:59.623749+00:00","temperature","23.09","Celsius"
"temp_sensor_001","2024-11-13T00:54:05.138752+00:00","temperature","22.71","Celsius"
"energy_sensor_001","2024-11-13T00:54:07.716445+00:00","energy","2.76","kWh"
"energy_sensor_001","2024-11-13T00:54:14.415823+00:00","energy","4.9","kWh"
"energy_sensor_001","2024-11-13T00:54:05.158679+00:00","energy","2.5","kWh"
"temp_sensor_001","2024-11-13T00:54:10.536048+00:00","temperature","24.26","Celsius"
"temp_sensor_001","2024-11-13T00:54:15.809849+00:00","temperature","19.22","Celsius"
"temp_sensor_001","2024-11-13T00:54:13.128396+00:00","temperature","21.89","Celsius"
"temp_sensor_001","2024-11-13T00:54:18.356305+00:00","temperature","19.78","Celsius"
"energy_sensor_001","2024-11-13T00:54:19.799954+00:00","energy","2.12","kWh"
"energy_sensor_001","2024-11-13T00:54:17.017912+00:00","energy","3.83","kWh"
"humidity_sensor_001","2024-11-13T00:54:18.555051+00:00","humidity","63.71","Percent"
"humidity_sensor_001","2024-11-13T00:54:15.736220+00:00","humidity","38.47","Percent"
"humidity_sensor_001","2024-11-13T00:54:21.175854+00:00","humidity","43.7","Percent"
"humidity_sensor_001","2024-11-13T00:54:36.437506+00:00","humidity","33.24","Percent"
"humidity_sensor_001","2024-11-13T00:54:33.532776+00:00","humidity","44.95","Percent"
"energy_sensor_001","2024-11-13T00:54:34.302008+00:00","energy","4.59","kWh"
"temp_sensor_001","2024-11-13T00:54:20.964482+00:00","temperature","23.6","Celsius"
"energy_sensor_001","2024-11-13T00:54:22.174629+00:00","energy","2.8","kWh"
"energy_sensor_001","2024-11-13T00:54:37.170334+00:00","energy","1.63","kWh"
"temp_sensor_001","2024-11-13T00:54:31.902188+00:00","temperature","21.93","Celsius"
"temp_sensor_001","2024-11-13T00:54:37.316122+00:00","temperature","18.52","Celsius"
"temp_sensor_001","2024-11-13T00:54:43.105339+00:00","temperature","24.02","Celsius"
"temp_sensor_001","2024-11-13T00:54:34.626037+00:00","temperature","21.69","Celsius"
"temp_sensor_001","2024-11-13T00:54:40.600479+00:00","temperature","23.7","Celsius"
"energy_sensor_001","2024-11-13T00:54:40.096609+00:00","energy","4.18","kWh"
"energy_sensor_001","2024-11-13T00:54:45.934255+00:00","energy","4.44","kWh"
"humidity_sensor_001","2024-11-13T00:54:39.311516+00:00","humidity","40.26","Percent"
"humidity_sensor_001","2024-11-13T00:54:44.919217+00:00","humidity","35.41","Percent"
"humidity_sensor_001","2024-11-13T00:54:42.041934+00:00","humidity","60.37","Percent"
"humidity_sensor_001","2024-11-13T00:54:47.663714+00:00","humidity","32.81","Percent"
"energy_sensor_001","2024-11-13T00:54:42.660894+00:00","energy","1.08","kWh"
"energy_sensor_001","2024-11-13T00:54:48.912859+00:00","energy","2.25","kWh"
"temp_sensor_001","2024-11-13T00:54:45.805567+00:00","temperature","20.75","Celsius"
"temp_sensor_001","2024-11-13T00:54:51.468323+00:00","temperature","19.82","Celsius"
"temp_sensor_001","2024-11-13T00:54:48.788743+00:00","temperature","23.63","Celsius"
"energy_sensor_001","2024-11-13T00:54:51.563024+00:00","energy","0.77","kWh"
"energy_sensor_001","2024-11-13T00:54:57.171455+00:00","energy","2.57","kWh"
"humidity_sensor_001","2024-11-13T00:54:50.188284+00:00","humidity","69.28","Percent"
"humidity_sensor_001","2024-11-13T00:54:55.514265+00:00","humidity","62.68","Percent"
"humidity_sensor_001","2024-11-13T00:54:52.875885+00:00","humidity","53.2","Percent"
"humidity_sensor_001","2024-11-13T00:54:57.938687+00:00","humidity","37.01","Percent"
"energy_sensor_001","2024-11-13T00:54:54.362241+00:00","energy","0.59","kWh"
"energy_sensor_001","2024-11-13T00:55:01.093350+00:00","energy","1.72","kWh"
"humidity_sensor_001","2024-11-13T00:55:00.607072+00:00","humidity","49.54","Percent"
"humidity_sensor_001","2024-11-13T00:55:06.154321+00:00","humidity","62.07","Percent"
"humidity_sensor_001","2024-11-13T00:55:11.279908+00:00","humidity","32.51","Percent"
"humidity_sensor_001","2024-11-13T00:55:03.372720+00:00","humidity","63.71","Percent"
"humidity_sensor_001","2024-11-13T00:55:08.906187+00:00","humidity","64.16","Percent"
"energy_sensor_001","2024-11-13T00:55:11.819679+00:00","energy","1.12","kWh"
"temp_sensor_001","2024-11-13T00:54:57.187017+00:00","temperature","23.81","Celsius"
"temp_sensor_001","2024-11-13T00:55:02.577266+00:00","temperature","20.06","Celsius"
"temp_sensor_001","2024-11-13T00:54:54.380028+00:00","temperature","22.09","Celsius"
"temp_sensor_001","2024-11-13T00:55:00.017507+00:00","temperature","21.8","Celsius"
"temp_sensor_001","2024-11-13T00:55:05.301084+00:00","temperature","23.78","Celsius"
"energy_sensor_001","2024-11-13T00:55:03.797400+00:00","energy","1.52","kWh"
"energy_sensor_001","2024-11-13T00:55:09.568614+00:00","energy","1.54","kWh"
"energy_sensor_001","2024-11-13T00:55:06.583140+00:00","energy","3.85","kWh"
"humidity_sensor_001","2024-11-13T00:55:13.843171+00:00","humidity","64.82","Percent"
"humidity_sensor_001","2024-11-13T00:55:19.507597+00:00","humidity","34.05","Percent"
"humidity_sensor_001","2024-11-13T00:55:16.754269+00:00","humidity","51.66","Percent"
"humidity_sensor_001","2024-11-13T00:55:21.834682+00:00","humidity","54.86","Percent"
"temp_sensor_001","2024-11-13T00:55:10.560469+00:00","temperature","18.1","Celsius"
"temp_sensor_001","2024-11-13T00:55:16.250165+00:00","temperature","24.75","Celsius"
"temp_sensor_001","2024-11-13T00:55:08.227980+00:00","temperature","24.29","Celsius"
"temp_sensor_001","2024-11-13T00:55:13.279879+00:00","temperature","20.8","Celsius"
"energy_sensor_001","2024-11-13T00:55:17.630062+00:00","energy","1.89","kWh"
"energy_sensor_001","2024-11-13T00:55:23.057079+00:00","energy","3.44","kWh"
"energy_sensor_001","2024-11-13T00:55:14.685492+00:00","energy","4.28","kWh"
"energy_sensor_001","2024-11-13T00:55:20.397012+00:00","energy","1.54","kWh"
"humidity_sensor_001","2024-11-13T00:55:27.414804+00:00","humidity","56.91","Percent"
"humidity_sensor_001","2024-11-13T00:55:33.191611+00:00","humidity","41.7","Percent"
"humidity_sensor_001","2024-11-13T00:55:24.607131+00:00","humidity","38.35","Percent"
"humidity_sensor_001","2024-11-13T00:55:30.536582+00:00","humidity","38.26","Percent"
"temp_sensor_001","2024-11-13T00:55:18.870186+00:00","temperature","24.52","Celsius"
"temp_sensor_001","2024-11-13T00:55:24.993459+00:00","temperature","18.35","Celsius"
"temp_sensor_001","2024-11-13T00:55:21.829630+00:00","temperature","22.76","Celsius"
"temp_sensor_001","2024-11-13T00:55:27.623849+00:00","temperature","23.41","Celsius"
"energy_sensor_001","2024-11-13T00:55:25.848539+00:00","energy","3.91","kWh"
"energy_sensor_001","2024-11-13T00:55:35.317042+00:00","energy","2.71","kWh"
"energy_sensor_001","2024-11-13T00:55:32.778625+00:00","energy","3.56","kWh"
"temp_sensor_001","2024-11-13T00:55:33.462342+00:00","temperature","23.5","Celsius"
"temp_sensor_001","2024-11-13T00:55:30.732526+00:00","temperature","19.7","Celsius"
"energy_sensor_001","2024-11-13T00:55:37.696644+00:00","energy","3.21","kWh"
"energy_sensor_001","2024-11-13T00:55:45.474708+00:00","energy","1.26","kWh"
"humidity_sensor_001","2024-11-13T00:55:38.451616+00:00","humidity","38.13","Percent"
"humidity_sensor_001","2024-11-13T00:55:35.966871+00:00","humidity","37.13","Percent"
"humidity_sensor_001","2024-11-13T00:55:44.077122+00:00","humidity","52.48","Percent"
"humidity_sensor_001","2024-11-13T00:55:49.297590+00:00","humidity","37.88","Percent"
"humidity_sensor_001","2024-11-13T00:55:55.339543+00:00","humidity","55.96","Percent"
"humidity_sensor_001","2024-11-13T00:55:46.590644+00:00","humidity","56.48","Percent"
"humidity_sensor_001","2024-11-13T00:55:52.298789+00:00","humidity","31.1","Percent"
"energy_sensor_001","2024-11-13T00:55:50.422464+00:00","energy","1.3","kWh"
"energy_sensor_001","2024-11-13T00:55:55.646987+00:00","energy","1.75","kWh"
"temp_sensor_001","2024-11-13T00:55:36.607008+00:00","temperature","18.6","Celsius"
"temp_sensor_001","2024-11-13T00:55:49.392354+00:00","temperature","20.09","Celsius"
"temp_sensor_001","2024-11-13T00:55:46.567543+00:00","temperature","18.35","Celsius"
"energy_sensor_001","2024-11-13T00:55:48.054142+00:00","energy","4.08","kWh"
"energy_sensor_001","2024-11-13T00:55:53.187378+00:00","energy","2.84","kWh"
"energy_sensor_001","2024-11-13T00:55:58.383373+00:00","energy","4.75","kWh"
"humidity_sensor_001","2024-11-13T00:55:58.308789+00:00","humidity","32.97","Percent"
"humidity_sensor_001","2024-11-13T00:56:01.156076+00:00","humidity","67.19","Percent"
"temp_sensor_001","2024-11-13T00:55:55.344274+00:00","temperature","19.98","Celsius"
"temp_sensor_001","2024-11-13T00:56:01.178671+00:00","temperature","22.11","Celsius"
"temp_sensor_001","2024-11-13T00:55:52.287720+00:00","temperature","22.58","Celsius"
"temp_sensor_001","2024-11-13T00:55:58.303548+00:00","temperature","21.89","Celsius"
"energy_sensor_001","2024-11-13T00:56:01.210772+00:00","energy","4.77","kWh"
"humidity_sensor_001","2024-11-13T00:56:04.657162+00:00","humidity","43.79","Percent"
"temp_sensor_001","2024-11-13T00:56:04.654609+00:00","temperature","21.9","Celsius"
"energy_sensor_001","2024-11-13T00:56:10.427451+00:00","energy","4.82","kWh"
"energy_sensor_001","2024-11-13T00:56:14.894210+00:00","energy","3.98","kWh"
"temp_sensor_001","2024-11-13T00:56:15.849324+00:00","temperature","20.06","Celsius"
"temp_sensor_001","2024-11-13T00:56:33.267559+00:00","temperature","19.08","Celsius"
"energy_sensor_001","2024-11-13T00:56:32.928038+00:00","energy","2.81","kWh"
"humidity_sensor_001","2024-11-13T00:56:13.211880+00:00","humidity","39.78","Percent"
"temp_sensor_001","2024-11-13T00:56:35.865885+00:00","temperature","18.88","Celsius"
"energy_sensor_001","2024-11-13T00:56:35.613929+00:00","energy","3.14","kWh"
"energy_sensor_001","2024-11-13T00:57:03.212026+00:00","energy","0.9","kWh"
"energy_sensor_001","2024-11-13T00:57:00.210506+00:00","energy","1.86","kWh"
"energy_sensor_001","2024-11-13T00:57:06.052683+00:00","energy","4.4","kWh"
"humidity_sensor_001","2024-11-13T00:57:09.879006+00:00","humidity","30.96","Percent"
"humidity_sensor_001","2024-11-13T00:56:35.008280+00:00","humidity","36.92","Percent"
"humidity_sensor_001","2024-11-13T00:57:12.521832+00:00","humidity","49.68","Percent"
"temp_sensor_001","2024-11-13T00:57:04.366160+00:00","temperature","20.25","Celsius"
"temp_sensor_001","2024-11-13T00:57:10.836806+00:00","temperature","18.23","Celsius"
"temp_sensor_001","2024-11-13T00:57:01.156259+00:00","temperature","20.93","Celsius"
"temp_sensor_001","2024-11-13T00:57:07.781123+00:00","temperature","21","Celsius"
"temp_sensor_001","2024-11-13T00:57:16.518132+00:00","temperature","24.04","Celsius"
"temp_sensor_001","2024-11-13T00:57:13.215943+00:00","temperature","20.69","Celsius"
"temp_sensor_001","2024-11-13T00:57:20.576134+00:00","temperature","19.3","Celsius"
"energy_sensor_001","2024-11-13T00:57:11.856475+00:00","energy","0.73","kWh"
"energy_sensor_001","2024-11-13T00:57:17.611178+00:00","energy","1.91","kWh"
"energy_sensor_001","2024-11-13T00:57:09.389082+00:00","energy","0.73","kWh"
"energy_sensor_001","2024-11-13T00:57:15.066230+00:00","energy","2.95","kWh"
"humidity_sensor_001","2024-11-13T00:57:20.617215+00:00","humidity","35.15","Percent"
"humidity_sensor_001","2024-11-13T00:57:16.040840+00:00","humidity","57.19","Percent"
"humidity_sensor_001","2024-11-13T00:57:24.367216+00:00","humidity","46.25","Percent"
"temp_sensor_001","2024-11-13T00:57:28.871833+00:00","temperature","20.41","Celsius"
"temp_sensor_001","2024-11-13T00:57:24.337740+00:00","temperature","20.14","Celsius"
"energy_sensor_001","2024-11-13T00:57:21.123794+00:00","energy","3.8","kWh"
"energy_sensor_001","2024-11-13T00:57:24.578786+00:00","energy","2.63","kWh"
"energy_sensor_001","2024-11-13T00:57:29.550141+00:00","energy","3","kWh"
"humidity_sensor_001","2024-11-13T00:57:28.865813+00:00","humidity","35.65","Percent"
"temp_sensor_001","2024-11-13T00:57:55.945209+00:00","temperature","20.6","Celsius"
"temp_sensor_001","2024-11-13T00:58:06.974512+00:00","temperature","19.51","Celsius"
"temp_sensor_001","2024-11-13T00:58:04.357408+00:00","temperature","20.39","Celsius"
"humidity_sensor_001","2024-11-13T00:57:55.951452+00:00","humidity","61.11","Percent"
"humidity_sensor_001","2024-11-13T00:58:02.970471+00:00","humidity","38.31","Percent"
"energy_sensor_001","2024-11-13T00:58:07.358698+00:00","energy","1.5","kWh"
"energy_sensor_001","2024-11-13T00:57:29.550141+00:00","energy","3","kWh"
"energy_sensor_001","2024-11-13T00:58:10.792870+00:00","energy","1.7","kWh"
"humidity_sensor_001","2024-11-13T00:58:05.911542+00:00","humidity","56.77","Percent"
"humidity_sensor_001","2024-11-13T00:58:08.639129+00:00","humidity","54.16","Percent"
"temp_sensor_001","2024-11-13T00:58:19.742291+00:00","temperature","18.82","Celsius"
"temp_sensor_001","2024-11-13T00:58:10.344035+00:00","temperature","24.55","Celsius"
"humidity_sensor_001","2024-11-13T00:58:11.815832+00:00","humidity","31.2","Percent"
"humidity_sensor_001","2024-11-13T00:58:22.254245+00:00","humidity","39.66","Percent"
"humidity_sensor_001","2024-11-13T00:58:19.730555+00:00","humidity","50.31","Percent"
"humidity_sensor_001","2024-11-13T00:58:24.781469+00:00","humidity","49.99","Percent"
"temp_sensor_001","2024-11-13T00:58:22.267287+00:00","temperature","18.49","Celsius"
"temp_sensor_001","2024-11-13T00:58:29.522060+00:00","temperature","24.64","Celsius"
"temp_sensor_001","2024-11-13T00:58:24.810573+00:00","temperature","24.08","Celsius"
"energy_sensor_001","2024-11-13T00:58:19.112036+00:00","energy","0.64","kWh"
"energy_sensor_001","2024-11-13T00:58:24.581258+00:00","energy","3.46","kWh"
"energy_sensor_001","2024-11-13T00:58:21.911330+00:00","energy","0.51","kWh"
"energy_sensor_001","2024-11-13T00:58:27.229755+00:00","energy","2.69","kWh"
"energy_sensor_001","2024-11-13T00:58:32.656647+00:00","energy","3.2","kWh"
"energy_sensor_001","2024-11-13T00:58:29.548128+00:00","energy","2.2","kWh"
"energy_sensor_001","2024-11-13T00:58:35.620507+00:00","energy","1.72","kWh"
"temp_sensor_001","2024-11-13T00:58:38.727467+00:00","temperature","18.87","Celsius"
"humidity_sensor_001","2024-11-13T00:58:28.258143+00:00","humidity","54.02","Percent"
"humidity_sensor_001","2024-11-13T00:58:33.485545+00:00","humidity","49.15","Percent"
"humidity_sensor_001","2024-11-13T00:58:30.782988+00:00","humidity","67.72","Percent"
"humidity_sensor_001","2024-11-13T00:58:35.993706+00:00","humidity","63.89","Percent"
"temp_sensor_001","2024-11-13T00:58:35.854520+00:00","temperature","24.6","Celsius"
"temp_sensor_001","2024-11-13T00:58:41.533820+00:00","temperature","21.62","Celsius"
"temp_sensor_001","2024-11-13T00:58:32.682708+00:00","temperature","22.19","Celsius"
"humidity_sensor_001","2024-11-13T00:58:41.541068+00:00","humidity","61.1","Percent"
"humidity_sensor_001","2024-11-13T00:58:47.369687+00:00","humidity","57.29","Percent"
"humidity_sensor_001","2024-11-13T00:58:38.624435+00:00","humidity","53.05","Percent"
"humidity_sensor_001","2024-11-13T00:58:44.421842+00:00","humidity","36.56","Percent"
"temp_sensor_001","2024-11-13T00:58:47.344715+00:00","temperature","23.57","Celsius"
"temp_sensor_001","2024-11-13T00:58:53.739914+00:00","temperature","21.32","Celsius"
"temp_sensor_001","2024-11-13T00:58:44.406762+00:00","temperature","20.01","Celsius"
"temp_sensor_001","2024-11-13T00:58:50.546894+00:00","temperature","23.21","Celsius"
"energy_sensor_001","2024-11-13T00:58:41.698411+00:00","energy","2.42","kWh"
"energy_sensor_001","2024-11-13T00:58:47.397709+00:00","energy","2.54","kWh"
"energy_sensor_001","2024-11-13T00:58:38.916184+00:00","energy","3.55","kWh"
"energy_sensor_001","2024-11-13T00:58:44.529578+00:00","energy","1.14","kWh"
"humidity_sensor_001","2024-11-13T00:58:50.752341+00:00","humidity","69.1","Percent"
"humidity_sensor_001","2024-11-13T00:58:56.329325+00:00","humidity","60.59","Percent"
"humidity_sensor_001","2024-11-13T00:58:53.586001+00:00","humidity","53.96","Percent"
"humidity_sensor_001","2024-11-13T00:58:59.059386+00:00","humidity","33.79","Percent"
"temp_sensor_001","2024-11-13T00:58:59.228455+00:00","temperature","22.57","Celsius"
"temp_sensor_001","2024-11-13T00:59:04.302495+00:00","temperature","19.22","Celsius"
"temp_sensor_001","2024-11-13T00:58:56.621730+00:00","temperature","21.02","Celsius"
"energy_sensor_001","2024-11-13T00:58:53.573859+00:00","energy","4.67","kWh"
